dialogue,classification,translation
"a= tura ... Iskar emko wa ki okkaypo ne yakka kewehomsu pa kor ora,",ainu,he performed an exorcism even on the young man we brought from upstream Iskar.
a= rayke wa ek =an.,ainu,and killed them all.
a= eyaysempirmina kane kor,ainu,"Laughing to myself at him,"
somo cise or un hosippa =an pe ne na.,ainu,do not come home.
"nep a= eykoytupa nep a= kor_ rusuy somo ki ora,",ainu,"Without complaint, and without wanting things,"
a= utariutar ne horkew kamuy sapaha ri pa wa hopunpare pa.,ainu,the villagers skinned the heads of wolves and sent their spirits off.
"moyono kotan a= ne hine oka =an rapok,",ainu,"Our village had been a run down place, but"
V u kasi peka,ainu,on the top of it
"""wenkur irammokka wenkur ki p ne kusu",ainu,"“The poor man acted mischievously,"
"ora nep ne ruwe ne se wa iwak,",ainu,and came back with something on his back.
"V1 an kor an =an wa, akusu,",ainu,It was [so] and [so] I lived.
*sineanpeta ... poro cise or_ ta an =an,ainu,I lived in a big house.
"ne a= onaha ka hopuni hine ehotkey ta arpa. inkar akusu,",ainu,"father also rose, and went to where mother was sleeping."
"tuyma yakka sinnurappa anak uneno an pe ne.""",ainu,"we can give offerings to our ancestors even if we are far apart,"""
"a= poho oro ta Kuttarusi ta Osorkot ta ka arpa =an ranke kor an =an ayne,",ainu,"I went back and forth between our son’s place, Kuttarusi and Osorkot."
"“nen ka kim un aca koypuni kur ka isam na, yaykoypuni wa ipe.""",ainu,"“There is no one to serve the old man of the mountain, so serve yourself and eat,”"
"at apaotki apa noski a= tuye ... a= tuye h_ine awosma =an ruwe ne akus,",ainu,We cut the mat hanging in the doorway at the middle and jumped in.
sorekus a= onautari sirkunne kor i= yewemkotumam pa wa hotke =an.,ainu,"At nighttime, both our father and mother each held half of me while we slept."
"inonnoitak a inonnoitak a ayne,",ainu,[The villagers] prayed and prayed and finally
oharkisoun puyar harkiso wa ikirihi a= kar,ainu,so I made a row at the window on the southern side.
a= yaykoyupu V,ainu,I fastened myself tight to [the vine vehicle]
a= kor huci koypuni hine,ainu,and then grandmother.
"a= kor nispa asuru a= nu. a= kor_ nispa ne haw ek h_ine,",ainu,We have heard about you. We have heard about the wise man.
"onne ne manu p a= kokironiwkes kusu ikoytupa ne manu p a= ki a yakka,",ainu,"I have grown weak because of my age, and even though I am leading a meager life,"
"“*ta wenno ... tane, okay kamuy ne yakka",ainu,"“Now, [all] existing Gods"
"eun ... e= isam yakun a= erampokiwen kusu tunas e= unuhu ka isam nankor kusu,",ainu,"when you leave, I will have mercy upon her, so she will probably die soon."
"ne wa an pe kusu hene ya,",ainu,Was it because of that
hosipi wa ek somo ki 帰ってこないんだって,ainu,didn’t come back.
"sekor yaynu =an,",ainu,I began to think.
"to kor kamuy eun a= ye wa a= hoppa hine,",ainu,I asked the lake’s Kamui for help and left her there.
"ki hine ruwe ne hine,",ainu,so we used these to eat.
sekor matnepo ye kor,ainu,Said [the man’s] daughter.
sorekusu ineapkusun askay wa iki ya ka yuptek wa iki ya ka a= eramiskari.,ainu,The girl was very good with a needle and thread. She was a hard worker.
"ne tusir kasi ta ne YADOYA NO MUSUME a= hotkere wa kusu,",ainu,"That inn’s daughter (mistaken for ""the lord’s daughter"") was sleeping over that grave, so"
"okake a= uhuyka kusu ne.""",ainu,"because after that, we will burn it.”"
"u rekno kakkok, pawasnu hike,",ainu,"The singing cuckoo, one of the eloquent kind,"
"sorekusu marattokor =an wa sorekus_ itak =an pe ne kus_,",ainu,I was now able to speak
a= ciskar kor oka =an.,ainu,We have been grieving this daily.
"oraun, ""neno ne yakun oraun,",ainu,"""Since we have done this,"
"asinuma ka a= e ka eramiskari p ne korka,",ainu,"I had never eaten such food,"
"tunasno inne kotan poro kotan an h_ine,",ainu,"already there was a large, bustling village"
nep ka nep ka okay pe *a=e w … a= suwe wa,ainu,I boiled what had been left and
sine okkaypo itak ruwe ne,ainu,That is what one young man told.
naa e= apkas ka eaykap ponpe e= ne,ainu,"Yet, you were a little baby who couldn’t even walk."
"sorekus_ nep a= sitoma ka a= kor_ rusuy ka somo ki no ki rapokke,",ainu,"I had nothing to fear and while living without lacking anything,"
"poro ketusi tomo tarusi hine ora,",ainu,had a big straw bag tied onto her back with a rope.
"koaskay kur_ neno koaykap kur_ neno ne hikeka,",ainu,"At that time, neither people who seemed well-off nor people who seemed poor"
"sorekusu *hekat ... tun a= ne korka, poronno pokor =an pa wa, sorekusu i= piskani emomnatara.",ainu,"There were only the two of us left, but there were many children, almost as if the area was overflowing with children."
"oraun pirkano sorekusu,",ainu,"And beautifully (repair it),"
supa hine i= ere akusu keraan.,ainu,He cooked the dear and fed to me. It was very tasty.
"""pirka upen kam a= pa siri an.""",ainu,"[He said,] “I’ve found some delicious young meat.”"
"maknatara. hine an h_i kusu arpa =an h_ine ipuyaroposore =an akus,",ainu,The lights were on so I went over to have a look through the window.
"e= yuputari e= tura wa oro ta e= an yak anak,",ainu,If you stay with your brothers
"oro ta kimuspu or wa a= rura coypep,",ainu,"We will take the treasures we brought from the mountain warehouse,"
"tono ne ya ewtanne pa, sorekusu ki wa,",ainu,married Wajin lords.
sekor a= unu haw(ean).,ainu,asked my mother.
"tane *nepki, ... nepki easkay pak, eci= poro ruwe an,",ainu,"You are so big, you can already start working!"
hat poronno oka wa ani a= e= resu.,ainu,"I took many grapes, and raised you on them"
apa a= pita hine suke =an h_ine ora ipe =an wa hotke =an katu anak ene an h_i.,ainu,"I opened the door, cooked some food which I ate and then lay down."
"ne cicikewnitney ka a= rayke korka,",ainu,Chichikew-nitnei was defeated.
"aoka ka tane onne =an siri ene an h_i ne kusu,",ainu,"We also grew old, so"
"tane onne =an siri ene an h_i ne kusu,",ainu,I became an old man.
V kosonte noiwan iwan kosonte,ainu,Six short-sleeved kimonos
"kamuy tono an hine siran akusu,",ainu,There was a Japanese lord.
“hunak un ne ya”,ainu,“Where does it come from?”
"“makanak iki =an yak, a= ehese ya”",ainu,“Should I draw [a deep] breath in order to stop worrying?”
ene keraan pe patek a= e wa,ainu,"[Now], I ate only the delicious things [I was offered] and"
"aynu opitta cise or_ ta mokor wa oka ruwe ne hine,",ainu,"All of the villagers were sleeping in their homes, and"
"""hnta e= kar?",ainu,“What are you doing?
"sekor, haweoka kor, mina kane wa",ainu,"While saying so, they were laughing and"
"orano konto kotan nuyeotke pa. sorekusu a= wenpakasnu pa ruwe ne hine,",ainu,They set fire to the village as a severe punishment.
nepki hene ekimne hene kipa,ainu,They worked and went hunting to the mountains.
neun a= sa se yakka,ainu,"No matter how much my sister had taken her belongings,"
"upakno uneno coypep a= ukowsaraye wa, ayne,",ainu,"They each took the same amount of treasures,"
"ponno upas … ponno ponno upas as as kane hine,",ainu,"Snow was fluttering in the sky,"
a= ye usi ka isam pe ne kusu,ainu,"no one to talk to, so (lit. ‘there was no place to say’)"
"horkano an h_ine ahun hine,",ainu,then she turned around and entered the house.
"sekor hawean =an akus,",ainu,I asked.
"a= eyaykamuynere kor an,",ainu,I became God because [I was properly worshiped by the Ainu] and [so] it was.
"""na te wano poka apunno ratcitara oka =an kusu",ainu,"""Even if just from now, (we would be grateful) if we could live quietly in peace."
okake ta ay kar kor an hawe an ne a p soyne =an hine,ainu,He was making an arrow so I went outside
tewano anak tane i= nukar … imakake ta anak somo i= nukar pe ne na.,ainu,"""From now on, you will not be able to see me,"
"soy peka kina rataskep mun rataskep a= kor huci kar kor,",ainu,"When my grandmother picked wild vegetables and weeds in front of the house,"
"sorekusu nep a= esirkirap ka somo ki kus_,",ainu,"I am living comfortably, so"
"sekor a= kor huci hawean kor konto,",ainu,"said grandmother, and then,"
"ayne, a= kor tomari or ta arpa =an akusu",ainu,"Finally, when I came to my bay,"
V u hawkor a h_i,ainu,Was singing.
pokor yakne a= santekehe situri kus ne.,ainu,"If they have children, (if you tell them) so that my lineage continues,"
konto nea poniwne noyne an h_ikehe,ainu,The younger of the two
*aa ... “a= arkehe a= yasa apekor an hekaci ne” sekor aynu opitta haweokay koraci,ainu,"all the people said that the boy was just a copy of me, so"
"kamuy or_ ta a= kor kus ne menoko an pe ora,",ainu,"There was a girl whom I was supposed to wed in the world of the Kamui,"
sake kor pa kor ki.,ainu,and so they did each time they made sake.
"a= acaha pirka kor pe puyar kari apa kari soy a= o hine,",ainu,and the uncle put outside the wonderful things he had through windows and through the doorway (and carried them to my house.)
"ney ka pokor wa iomap po ka an.""",ainu,"some day she will have child, and you will cherish that child,"""
"sekor kane a= kor huci hawean kor ki kor oka =an akusu,",ainu,she said while cursing.
"a= ekasi i= resu hi ne hawe an ruwe ne kusu,",ainu,and grandfather raised me.
"ape etok ta a= sike ... sisam ta a= sike anu h_ine ora,",ainu,I put my things at the place near myself.
suy orano ka suy soyne hi ta osi ...,ainu,"When she went out again, I followed…"
"a= kosinninu wa an =an a p,",ainu,"I put it away as an amulet, but"
*ee ... a= e= ekanok kus ne na,ainu,I’ll come and see you.
wa atuy wakka a= nise akusu,ainu,and I scooped up the sea water. Then
"""ene okay pe a= sitoma.",ainu,“This is something awful.
"a= ona ene hawean h_i,",ainu,"father said,"
"""nep ka sayo a= kar pe e= kor_ ciki nep i= kore yakne,",ainu,"""If you have something to make a porridge, anything, please give it to me. Then,"
"nea a= yuputari ka,",ainu,"My older brothers [said],"
earkinne kamuy tono eyaykopuntek.,ainu,The Japanese lord was elated.
"hine ora a= sikehe pita wa nukar orano,",ainu,"When he opened my bags and looked (into them),"
coypep oruspe eci= an? kor?,ainu,(The story about dishes…)
"matnepoutari, poutari cise sikno okay pa p ne kusu,",ainu,There were daughters and sons throughout the house.
a= eywankep ne yakka,ainu,tools and
"ki ruwe ne.""",ainu,"and here you have come."""
"esipinpa p a= huraypa ne ya a= komuy ne ya ki wa,",ainu,I washed her clothes and picked out lice from her.
"oro ta oni ek h_ine,",ainu,There came the demon.
"cip or un pirka kane p a= rura,",ainu,we brought out very good things.
"sekor hawean kor *ae ... *aesisem ... itak korka,",ainu,Said the man. He spoke [so]. However
*siknu ... sonno poka sisam anakne,ainu,the Japanese really
V1 a= sokar hoku,ainu,[with] my precious husband
"ora oka =an a p,",ainu,"Shortly,"
sekor hawean =an akusu,ainu,I asked.
"ecioka eci= oka wa kusu,",ainu,"and since you were there,"
"a= acautari arsoke a= unte pa hine orano,",ainu,and had them live next to uncles.
"pawasnu hike V2(:no_uu_aoo),",ainu,"one of the eloquent kind,"
kunneywano orano uekarpa pa.,ainu,gathered early in the morning.
a= poutari ka rupne pa wa a= yuputari poutari ka rupne.,ainu,"my children reached adulthood, and brother’s children also became adults."
sekor haweoka kor,ainu,Said [Ponyaunpe and his sister] and
"a= sitoma wa kusu,",ainu,"I was scared of that, so"
V p u yao usat,ainu,He [moved] the nearby embers
a= kannare a= poknare a= kannare ne kusu,ainu,"[The waves] heaved and fell, heaved and fell, so"
aep anakne *po ...,ainu,[There was a little bit of] food
a= kor ekasi ene hawean h_i.,ainu,"grandfather said,"
"""hemanta kusu atce wa a= yupihi ne a h_ike anakun ene i= sikatkore wa",ainu,"""For some reason, we were enticed like this by that older brother"
V kunne kumi us,ainu,Black mold grew
"poniwne okkaypo sinna unihi a= kar SITARI ki wa,",ainu,The younger youngster built a separate house.
"a= unuutari sorekusu sinrit mintar opaye kuni,",ainu,"to make sure that mother, brother and sister could go the ancestors’ garden,"
"asinuma ka puyar corpok un hacir =an w_a,",ainu,I fell down under the window and
"te ta utar_ nimaraha,",ainu,"[Then, the older son brought here] half of a family,"
orano cip ani Iskar putu ta a= i= rura h_ine kamuy tono or_ ta awosma =an.,ainu,"They took me by boat to the mouth of the Iskar River, and I jumped into the big lord’s house."
"a= macihi pakkay hine a= aca oro ta sap =an h_i orano,",ainu,"My wife carried a child on her back, and we went down to uncle’s place."
“onumanipe =an kus ne na”,ainu,“Let us have an evening meal.”
orano nea a= matnepoho ...,ainu,"And then, there was my daughter ..."
"orano nen nen nea nispa i= koysoytak,",ainu,"After dinner, the village chief told me many things."
a= unu earkinne eyaykopuntek.,ainu,and my mother was very happy.
V1 “nisositciw,ainu,"[where] the clouds pierce the horizon,"
"poru an h_ine,",ainu,we came to a cavern
"a= eywanke pa onne pakno ki pa SITE,",ainu,and were overworked until they were old.
usa a= ep pirka a= ep poronno a= kar wa,ainu,"We made lots of various food, delicious food."
"ror_ ta, apepasuy kor wa, a wa,",ainu,He took fire-chopsticks and sat down at the seat of honor.
"ora, konto aynu opitta uwekarpa hine,",ainu,Everyone in the village gathered
"rek a rek a kor an hi ta patek,",ainu,"only when [the cuckoo] was singing and singing,"
"a= po arpa yakun sorekusu eoripak ne ya ki yakun,",ainu,"if I take my son, my wife will surely respect him."
"setautar i= yemik, i= yemik",ainu,Dogs barked at me.
V i= koyki ki kor,ainu,"And he thundered,"
"okay =an pe ne hike,",ainu,and [so] we lived.
ora rapokke kuri pan tek hine isam.,ainu,"Then, in the meantime, his form suddenly disappeared."
"kotan pa wa hopuni kem tak kotan noski un turse yakun,",ainu,clumps of blood that shot up from the top of the village fell into the middle of the village.
"arki =an ruwe ne hine a= uni ta arki =an wa orano,",ainu,We came as far as our house.
"ne ene iki wa okay pe a= ne ru an h_i ka a= erampewtek no,",ainu,"I don’t know my origins,"
"nimara suy cip ani konto paye =an h_ine,",ainu,"To get half of the remaining treasures, next we went by boat,"
ora konto kor *ya ... inkar =an ruwe ne akus,ainu,"When I looked at myself,"
"ratcitara siran wa ne ruwe ne kunak a= ramu a p,",ainu,I thought that there was no problem.
"inne utar i= tura hine,",ainu,lots of people came with me.
"kotan imak ta kor wa paye wa ari pa hine,",ainu,"they took the dishes to the back of the village, and"
V3 u sirki ki wa,ainu,This is the situation.
"ora konto rawpeka a= kay hine,",ainu,"I secretly put her under my arm,"
V a= yaykoomap,ainu,While cherishing (?)
a= aca arsoke an.,ainu,and we lived across the way from my uncle’s house.
"e= yupihi, e= saha anakne",ainu,Your elder sister and brother
coypep a= kouk utar anakne,ainu,The people who were robbed of dishes
sorekusu makiri arke sirokane ceppo a= kocupu.,ainu,A small silver fish was engraved around one side of the small knife’s sheath.
iruska kewtum a= yaykorpare,ainu,I had a feeling of anger.
"tomam tum oahup siri a= nukar h_i kusu,",ainu,and entered the marshland as I was watching.
i= siknure yan”,ainu,leave me alive!”
a= onautari a= nurappa wa,ainu,I held a memorial service for our parents.
"orano sorekusu irwak ka a= sak. menoko apa ka a= sak pe ne kus_,",ainu,"Since we had no brothers and no female relatives,"
"konto kasi rari soyne =an h_ine osi inkar =an akus suy cape ne hine,",ainu,"I followed her and went out. When I took a look at her, she had transformed into the cat again,"
"""ahupte yak pirka.""",ainu,"“Bring them inside,”"
i= cotca ki korka V,ainu,"He shot at me, but"
"Yupet emko un arparusuy =an kor sinen ne arpa =an SITARI,",ainu,"When I wanted to go to upstream Yupet, I went by myself, or"
"a= ruska ka ki kor,",ainu,I got angry with that.
tan nay turasi nep an pe kusu apkas =an ruwe ne yakun,ainu,"I carried you to the edge of this marsh, and took walks here without a problem.”"
"“kuca, okari ka omanan =an w_a inkar =an somo ki yak,",ainu,“If I don’t walk around the hunting hut and watch
"sekor a= yupi utar hawokay pa p ne kus,",ainu,"my brothers said, so"
"""tapne tapne",ainu,"""This and this happened,"
"tane onnekaspa =an wa,",ainu,but I’ve grown too old.
ka ene mokor wa an ruwe ne.,ainu,has also fallen asleep.
hinak wa rawosma =an. a= eramutuy.,ainu,"I fell from somewhere, and was surprised."
*a= kor ... akka ... haru a= kor wa,ainu,I took the meat and
cise onnay ka pirkano a= kar.,ainu,and I cleaned the house up.
sekor itak =an kor,ainu,I said.
poutari poro cip ore wa,ainu,They took their childen on board the big boat and
a= opitta ray =an w_a isam kus ne,ainu,all of us will die.
tane onne ka an sinki ka an w_a,ainu,"now I am old and I feel tired. (lit. ‘Now, there is oldness, there is tiredness.’)"
ene hawean h_i.,ainu,This is what he said.
V enune yakun,ainu,And then
u inkar =an kor,ainu,Glancing down
"""te wano anakne somo neno an sirki an pe ne ruwe ne.""",ainu,"""I will make sure that this doesn’t happen again,"""
kotan kes ta wenkur okkaypo sinen an.,ainu,There lived a poor young man on the outskirts below the village. [I was a poor young man living on the outskirts below the village.]
"SOREKARA KITE KITE KITE SONO INARISAN NO TOKOSA KITE,",ainu,"After that, we left and went to that Inari-san’s place."
V taniun wa,ainu,there
"Iskar emko emko ta paye =an h_ine,",ainu,"so we headed toward upstream Iskar,"
a= kor son utar tumam ne ya nennen iki kor an.,ainu,he would hold the children as they slept.
"""makanak ki p ene sirki h_i an ?""",ainu,"""Why are they doing such things?"""
asinuma anakne cironnup a= ne wa,ainu,I was a fox and
"ene mismu =an kor an =an humi ene an.""",ainu,"Why have I been so sad, living like this,"""
a= hekote ... a= karku nispa sorekusu e= tura nankor yakka,ainu,"even if nephew takes you,"
as wa okay,ainu,They were standing.
"ahun =an w_a konci a= kar wa,",ainu,went in. I made the hoods
"annoski pakno uwenewsar =an kor an =an,",ainu,We were talking till midnight.
munnuwe wa orowa,ainu,"swept away rubbish, then"
"sine ipone p a= ne hine an =an a p,",ainu,"I was an only son, but"
“soyne wa kim un aca niot cise or_ ta an … MAKIGOYANIIRUKARA,ainu,"“The old man of the mountain (a bear) is outside in the firewood hut (Japanese explanation),”"
"oro ta sirpeker wa,",ainu,it grew light.
orowa easir yaykata ka ipe wa,ainu,only then he ate himself for the first time.
"konto, nep aeyayramekotep ne yakka okay pe ne kusu,",ainu,"There were all sorts of tools, so"
"sineanta nay or_ ta sinot =an kor an =an akusu,",ainu,"One day when I was playing at the mountain stream,"
"Iskar a= orap hine sap =an ruwe ne h_ine,",ainu,"Then we went to the Iskar River, and headed downstream."
"upipi upipi isam pa okake ta an =an wa,",ainu,"one by one they left this world. In the end, I was all alone."
"ora a= ona ene hawean h_i,",ainu,father said this.
u yaynu &lt;y&gt;=an kusu,ainu,I thought so.
"kamuy opitta iruska wa, “te wano anak",ainu,All the Gods got angry: “From now on
apa a= sinasina.,ainu,The door was tied shut.
"maciya or_ ta san h_ine ciyehe turi a turi a h_ine,",ainu,He went down to the town and pulled out his wee-wee.
"coypep hoppa pa p anakne suy tak pa kunak ye kor,",ainu,"while saying that they would come back for the remaining dishes,"
"sekor yaynu =an pa kus,",ainu,"we thought, so"
"ora soynerusuy =an h_i kusu soyne =an akus,",ainu,I felt like going outside so I went out of my home.
sekor hawoka kor ape ari pa.,ainu,they said as they lit the fire.
"sorekusu a= pasekurhopunire yak pirka sekor kamuy a= onaha i= ye wa,",ainu,"The kamui father told me that it would be good to send off [the spirit of] the important kamui [respectively]. So,"
"""nupuri kor kamuy kamuy ekasi a= nomi na.""",ainu,"[so if they pray saying] ""Kamui of the mountain, we worship our Kamui uncle"","
"rariw hine arki =an h_ine,",ainu,She rowed the boat with a long stick.
"sekor kane hawean kor,",ainu,he said
"ene a= hekote katkemat, ene eykoytupa p iyomap ne manu p, asinuma ne yakka ki p,",ainu,"Both my wife and I, we wanted a child so much,"""
cise or_ ta aep a= kor pe ne kus_ a= ehapap no a= e.,ainu,"There was food to eat in the house, but I ate it sparingly."
"nea okkaypo eun,",ainu,she faced the youngster and
sekor hawoka kor eci= hosippa ruwe ne.,ainu,You all returned.
"“tapne tapne,",ainu,"“In fact,"
"asinuma ka ison kur a= ne yakka,",ainu,"Although I was an outstanding hunter,"
"patek a= eyaykosiramsuypa a= poho ne p ne kusu ki kor an =an ayne,",ainu,"I was most worried about my son, so as I watched with clairvoyance,"
"pewtanke tasare kusu pewtanke hine,",ainu,"She raised her voice, shouting of the emergency."
"asinuma ka mokor =an ne korka,",ainu,I have also fallen asleep.
mina tura mono a hine ipe.,ainu,he sat down smiling and ate his dinner.
"orano oka =an ruwe ne ayne,",ainu,"We continued our lives,"
"a= erankarap etuhu kar anak ki ruwe ne hine oraun,",ainu,"When I greeted her, she rubbed under her nose and continued to greet me. Then,"
"konto a= unihi ka horak wa an wa orano,",ainu,"Even my home remained collapsed, and"
"nea yuk kasi uyru pa wa,",ainu,"They gathered over the deer,"
hure kosonte utomciwre,ainu,[It was a young man] wearing a red garment.
"a= macihi cis kor an h_i kusu,",ainu,my wife was crying.
"""hawe ne yakun sorekusu teeta sorekusu INARI SAN a= onaha macittaro hine an pe a p,",ainu,"""If that is so, a long time ago, my father used to worship an Inari-san (God of Harvest), but"
pirka pirka inkar =an akusu,ainu,"Then I looked around carefully,"
"nep kor_ rusuy nep e rusuy ka somo ki no an, ruwe ne sekor ne,",ainu,"there was nothing more he’d want to eat or have, [so well] he lived."
"a= pa wa arki =an korka,",ainu,"and we found them there,"
"kotan kor kur oro ta arpa =an w_a,",ainu,went to the place of the village chief.
iwor or_ ta retar pon_ seta a= pa.,ainu,it happened that I found a small white dog at the hunting place.
"inaw tumpu oro o h_ine hopunpare pa ruwe ne hine ora,",ainu,The hoops were wrapped with inawkike and the spirits were sent.
ramma koraci sinen ne an =an pe ne kusu,ainu,"since I was living alone as before,"
"sekor haweoka kor ahup pa akusu,",ainu,they said as they entered.
"ora ene sorekusu a= kor katkemat sorekus_ yaywennukar yakka,",ainu,My wife had to suffer because of that.
siknu =an wa iwak =an ruwe ne.,ainu,and I was able to come back alive.
konto ekimne =an wa yuk ne ciki kamuy ...,ainu,Then I went to the mountain and caught deer and bears …
hotke =an pe ne kusu kemewen =an といったら、ほれ、何も食べないから具合悪くなって何か死にそうだからお母さんの見られるところに死んではならんと思って表に出てどこか行ってお母さんの見えないとこに死のうと思って出かけて,ainu,"lay down, so I was starving to death. THINKING I SHOULDN’T DIE IN FRONT OF MY MOTHER, I WENT AWAY TO DIE AT A PLACE WHERE MY MOTHER COULD NOT SEE ME, I WENT AWAY AND"
ne kamuyasi anakne a= tuypatuypa wa,ainu,I chopped that monster and
"a= turesi a= pa SEPA, akkari anak nep ka a= kor_ rusuy ka somo ki.",ainu,we are happy that we found our sister. We do not need anything else.
"isitoma =an pe ne kus, ...",ainu,I was scared (interruption).
orano ene a= kor huci a= kor ekasi ene hawean h_i.,ainu,"One day, grandmother and grandfather said,"
"os suy ionane kamuy ne noyne an poro horkew ran hine,",ainu,"Then, another big wolf came down that seemed to be a father kamui"
"""neun oka =an katu an yakka,",ainu,"No matter what kind of life we are living,"
"oraun pis ta sap =an suy ki a ruwe ne akus,",ainu,"When we went down to the beach,"
ipe =an akusu,ainu,ate.
"oro ta e= an hawe ne hike, makanak ne a= esina.",ainu,"if I had known that you were there, I would have tried to hide it."
kuca soy ta pon nay pirka pon nay ka an,ainu,"There was a small river, a good small river outside the hunting hut."
"a= yupihi nisatta ne an ciki iteki ekimne no,",ainu,"Older brother, instead of going to the mountain tomorrow,"
sekor kane haweoka kor i= koonkami pa.,ainu,"While saying this, they worshiped me."
"kotan kor_ nispa ne yakka ene hawean h_i,",ainu,"The village chief said,"
"sekor kane hawean (=an) kor,",ainu,I said.
pirka suke e= ki wa,ainu,you should cook well and [lit. ‘do good cooking’]
"aynu eperay pa wa ki hine ne ya an wa pirka p ray ne yakne,",ainu,"They act as if they are using humans as fish bait. If any good man should lose his life,"
yaytuytuye pekor iki,ainu,It seemed as though he was shaking the dust off himself.
makanak ki ukuran mokor ka a= etoranne wa hotke =an kor hinak un aynu haw a= nu.,ainu,"For some reason I could not sleep last night, and when I lied down, I could hear people’s voices."
p a= kor akihi,ainu,[“I’m afraid] of what my younger brother
korka a= erampewtek pe anakne,ainu,"However, what I didn’t understand,"
V u tu uturuhu,ainu,He meanwhile two times
"konto suke =an w_a amam poronno a= supa wa a= taktaku wa,",ainu,I cooked a lot of rice and made onigiri.
"kotan kor utar_ ne yakka sorekus_ inne kotan ne kusu,",ainu,"There were many villagers,"
"a= onaha ka i= hoppa wa isam okake ta,",ainu,"father also left this world. After that,"
"hat punkar, hat cise corpokke a= kar wa,",ainu,pick grapes under the grapevine shed.
"sorekusu asuru as pa kor oka yak a= ye h_i kus,",ainu,"these were such rumours that were going around (my mother told us), so"
"orano konto paye =an h_ine, oro ta mata epitta an cise or_ ta paye =an.",ainu,we left. We came to the house where we spent the winter.
"orano mokor hene ya ray h_ene, *a=eramko ...",ainu,"From then on, [I did not know] whether I was asleep or dead."
kotan un nispautar nep ka kar kor,ainu,"When the men from the village did something,"
w_a *su ... sito ka a= kar,ainu,I made dumplings.
"iteki i= epotara a= acautari ki yak pirka.""",ainu,"Uncle, please do not worry about us, and wait here.”"
"eani poka e= siknu yak a= onautari santeke ne situri na.""",ainu,"you manage to stay alive, father’s lineage will not be lost.”"
"poeykoytupa =an kamuy or_ ta ki kusu,",ainu,"I want a child in the world of the Kamui,"
"onne =an ruwe, ruwe ne",ainu,grew old.
"""Iskar emko wa topattumi an wa oro ta a= e= kay wa sinot =an.",ainu,"""The topattumi came from upstream Iskar one day when I was carrying you on my back and playing [with you]."
"a= kor huci eun a= ye akusu,",ainu,"When I told grandmother,"
kopan hikeka a= ye ayne mina tura,ainu,"He didn’t like it [when I asked], but I asked him over and over and over with a smile on my face."
"ene pon menoko a= pa wa,",ainu,I found this young girl.
konto seta utar wenkoykikar wa,ainu,The dogs had a big fight
"orano a= yuputari iokunnure pa iokunnure,",ainu,"Older brothers were very surprised,"
"""hawe ne ciki, iwak pa ciki ipe pa oraun,",ainu,"“After you return home and eat dinner,"
"sekor hawean kor kore siri a= nukar h_i anak,",ainu,"She said, as I watched her give it [to her daughter]."
"a= hunara kusu, omanan =an aynu ne wa",ainu,There was the man in search of whom I had come to the village.
"kotan uturu sorekus_ a= kor son utar a= apkaste sinne kusu ki pa wa,",ainu,The children could walk around the village and so you must [honor and worship the water kamui].
"ene an pe a= ne ruwe ene an ne wa,",ainu,but I have been living like this.
ne a= aca … onne nispa kotan kor Kusur emko kor_ nispa oro ta tori =an h_ine oka =an h_ine ruwe ne akusu,ainu,"Then, we stayed at the house of the Village Chief upstream from Kusur."
sorekusu ineapkusun arikiki wa iki ya ka a= eramiskari.,ainu,(My son) was a very hard worker so much
V u nep aynuhu,ainu,A human being.
ape … u kunne rerko,ainu,For three nights
a= eyaykopuntek korka,ainu,"I was happy about [it], but"
V a= ne pa ruwe,ainu,That is [who] we are.
"""hetak tunasno suke =an wa ipe =an.",ainu,“Let's quickly prepare dinner and eat.
"sorekusu yaykurkata cis a cis a hikeka,",ainu,"and she spent her life crying, but"
"cis a cis a kor a= kor huci hawean h_ine ora,",ainu,She spoke while crying.
"""wenkur kopoyke ussiw kopoyke a= kor son ki hi ka a= eyam.""",ainu,"“I’m worried that my son will interact with poor people, with menials,”"
"asinuma anak nep ka sine p ka a= uk ka somo ki no san =an korka,",ainu,"I did not take any of the share, and came home instead."
"a= turesihi sorekusu `makanak an =an wa ene i= siknure ruwe ne ya a= eramiskari kusu,",ainu,"Younger sister (has said) ‘I don’t know how I was revived, but"
V usa u &lt;y&gt;uymam =an wa,ainu,and trade
somo ene an wen puri a= ki kus ne kusu,ainu,"I shall not behave badly, so"
orowa ror_ ta arpa =an w_a,ainu,Then I went to the seat of honour and
V ray wa isam pe,ainu,died.
u rekno kakkok V1(:hunaa_aoo),ainu,"A singing cuckoo,"
"sorekusu kamuy ne kusu koraci an okkayo hekaci a= kor orano,",ainu,"A baby boy, handsome as he was a Kamui, was born"
oraun nea aep sorekusu etuhu karkar,ainu,she rubbed under her nose to show her gratitude for the food.
"""tap neno tap neno a= eywanke p ne.""",ainu,“One uses them this way and that way.”
"kuca or_ ta arpa =an rusuy,",ainu,I wanted to go to the hunting cabin.
nea kamuy osirpici hine ape etok ta citursere.,ainu,the bear fell through the skylight and fell down onto the seat of honor.
"kotankonnispa utarehoski wa uhorippare pa sorekusu ki rok ayne,",ainu,The village chief stood at the forefront and everyone altogether carried out an exorcism during which
"ki rapokke a= ona onne ... a= kor son utar_ rupne wa,",ainu,"but my father grew old, and my sons grew up and"
"asinuma pon a= saha a= ewtanne kus ne.""",ainu,"I will become husband and wife with small older sister,”"
