dialogue,classification,translation
"Ngam tip lada u don bor phylla ne em, hynrei u kham khlain ban ia kiwei kiwei.",khasi,"I don't know if he has any special powers or not, but he's probably stronger than a normal human."
Hooid.,khasi,Yes.
Haoid.,khasi,Yes.
Ho oah.,khasi,Yes.
Hm mm.,khasi,Yes.
Em.,khasi,No.
Nai.,khasi,No.
Mm huh.,khasi,No.
U ban ia i khyllung.,khasi,He is lying on the baby.
U ban ia u khyllung.,khasi,He is lying on the baby.
Mano ba sumar i'u Tom mynba kane ka jia.,khasi,Who was taking care of Tom when this happened?
Iarap ianga.,khasi,Help me.
Nga ieid iapha.,khasi,I love you.
Nga ieid iame.,khasi,I love you.
Nga thikna phi bunkam bha.,khasi,I'm sure you're very busy.
Nga thikna pha bunkam bha.,khasi,I'm sure you're very busy.
Nga thikna me bunkam bha.,khasi,I'm sure you're very busy.
Phi kren english?,khasi,Do you speak English?
Phi kren phareng?,khasi,Do you speak English?
Don ki dewlynnong haka duriaw.,khasi,There are islands in the sea.
Nga don artylli ki miaw.,khasi,I have two cats.
Haei phi sah?,khasi,Where do you live?
Ngam kwah ban leit skul.,khasi,I don't want to go to school.
Ngam kwah ban leit sha skul.,khasi,I don't want to go to school.
Phi dei mano?,khasi,Who are you?
Phi dei iei?,khasi,Who are you?
Phi kwah aiu?,khasi,What do you want?
Aiu phi kwah?,khasi,What do you want?
Kaei phi kwah?,khasi,What do you want?
Phi lah don katno snem?,khasi,How old are you?
Ngam sngewthuh.,khasi,I don't understand.
Lah thikna?,khasi,Are you sure?
U Burj Khalifa mynta u dei u jingtei ba jrong tam ha ka pyrthei.,khasi,Burj Khalifa is currently the tallest skyscraper in the world.
Map.,khasi,I'm sorry.
Map ianga.,khasi,I'm sorry.
Kloi.,khasi,Hurry up.
Wut.,khasi,Hurry up.
Kloi kloi.,khasi,Hurry up.
Wut wut.,khasi,Hurry up.
"Wei, ar, lai, saw, san, hynriew, hynniew, phra, khyndai, shiphew.",khasi,"One, two, three, four, five, six, seven, eight, nine, ten."
Ngi dei ban mih noh mynta mynta.,khasi,We must leave immediately.
Ka jingshisha ka long ba nga thok.,khasi,The truth is I told a lie.
Kam ju iohi shuh ia ka hymmen jongka.,khasi,She never saw her sister again.
Ka jingkyrni kyiad jong ki samla ka dei ka jingeh bakhraw.,khasi,The abuse of alcohol among young people is a serious problem.
U Tom u kawang maw ia uwei na ki ksew jongnga.,khasi,Tom threw a rock at one of my dogs.
Nga biang ia mynta.,khasi,I'm OK for now.
Ka dang ring mynsiem.,khasi,It's still breathing.
Balei ki mrad kim lah ban kren?,khasi,Why can't animals talk?
Nga lah kyrshan iaphi shilynter.,khasi,I have supported you throughout.
"Shisien ka sngi, ka iathuh ianga ba ka kwah miaw.",khasi,"One day, she told me that she wanted a pet cat."
Nga kwah ban leit biang sha la ki paralok.,khasi,I want to go back to my friends.
Ngin rem.,khasi,We'll fail.
Ngin sa rem.,khasi,We'll fail.
Ngin sa ia rem.,khasi,We'll fail.
Ka lieh sniehdoh hynrei u para jongka pat u iong.,khasi,She's got a fair complexion while her brother is very dark.
Phi ong aiu?,khasi,What're you saying?
Phi kren aiu?,khasi,What're you saying?
Kine ki mrad ki long paralok bha.,khasi,These animals are friendly.
Bun naki iingmane Japan la shna da ki dieng.,khasi,Most Japanese temples are made of wood.
Ka khot sngewbha ianga ban bam.,khasi,She invited me to eat.
Nga don hangne ban sah.,khasi,I'm here to stay.
Phim tip iaka system.,khasi,You don't know the system.
Nga bishni iaphi.,khasi,I was jealous of you.
U Tom u kwah baka Mary kan leit noh.,khasi,Tom wanted Mary to go away.
Don tang ki kot ha duli.,khasi,There are only books on the shelf.
Ki iakylliang jingaikhublei.,khasi,They exchanged hellos.
Phi lah ban iohsngew ianga?,khasi,Can you hear me?
Iohsngew ianga?,khasi,Can you hear me?
U Tom u plie sted iaka duli bad u sei ka suloi.,khasi,Tom quickly opened the drawer and pulled out a gun.
"Kam dei ka snam, dei u bit.",khasi,It's not blood. It's beet.
Tom bad Mary ki don shabar.,khasi,Tom and Mary are outside.
U Tom bad Ka Mary ki don shabar.,khasi,Tom and Mary are outside.
Bud iaki khlur.,khasi,Follow the stars.
Ki khlur ki long kiba itynnad.,khasi,Stars are beautiful.
Ki khlur ki itynnad.,khasi,Stars are beautiful.
Ki khlur ki mih.,khasi,The stars came out.
U bnai u lah sep.,khasi,The moon has set.
U bnai u shai.,khasi,The moon is shining.
U bnai u phyrnai.,khasi,The moon is shining.
"Kyllalynkot, Rymphang, Lber, Iaiong, Jymmang, Jylliew, Naitung, Nailar, Nailur, Risaw, Naiwieng bad Nohprah kidei ki khat-ar tylli ki bnai jong u snem.",khasi,"January, February, March, April, May, June, July, August, September, October, November and December are the twelve months of the year."
Ka khylliap iaka nep.,khasi,She folded the quilt.
Sangeh. Ka smieij.,khasi,Stop. That tickles.
Sangeh pynsmieij ianga.,khasi,Stop tickling me!
Wat pynsmieij ianga.,khasi,Don't tickle me!
Wat ktik ianga.,khasi,Don't tickle me!
Sangeh ktik ianga.,khasi,Stop tickling me!
Kren jem.,khasi,Speak softly.
Kren suki.,khasi,Speak softly.
Ka eh kane.,khasi,This is difficult.
Kane ka eh.,khasi,This is difficult.
Kane ka long kaba eh.,khasi,This is difficult.
Kane ka long kaba jynjar.,khasi,This is difficult.
Kane ka jynjar.,khasi,This is difficult.
Ka jynjar kane.,khasi,This is difficult.
Nga thied u khulom na bynta ka sngikha jongphi.,khasi,I bought a pen for your birthday present.
U Tom u iuh ha ki iit ba lah pait.,khasi,Tom stepped on some broken glass.
Nga kwah iaphi ba phin rwai kawei ka jingrwai.,khasi,I would like you to sing a song.
Balei um ju bamjasngi shuh bad nga?,khasi,Why doesn't he eat lunch with me anymore?
Nga thikna ba u Tom u lah ban leh.,khasi,I'm pretty sure that Tom can do it.
Ka shim i'u Tom katto-katne kynta ban pyndait ia ka jingthiah ba ki jingbatai ki ong ba kan shim shikynta duna ban pyndait.,khasi,It took Tom several hours to assemble a bunk bed that the instructions said would take less than an hour to assemble.
U nongialam u dei ban tip haei ban shna ka tent.,khasi,The leader should know where to set up the tent.
Kumno ngin leh iakata?,khasi,How are we going to do that?
Ngin leh kumno iakata?,khasi,How are we going to do that?
Hynrei kidei lut ki briew.,khasi,But they are all people.
Ka ieid ban shet.,khasi,She loves to cook.
Nga khlem mut ban peitseh.,khasi,I didn't mean to stare.
Shu khie joit.,khasi,Just get up.
Wan kloi!,khasi,Come quick!
"Nga kwah iaphi, Tom.",khasi,"I want you, Tom."
"Nga kwah iame, Tom.",khasi,"I want you, Tom."
Pule shuwa iakane.,khasi,Read this first.
Pule iakane shuwa.,khasi,Read this first.
Iakane shuwa pule.,khasi,Read this first.
"Khublei, baroh.",khasi,"Thanks, everyone."
Ngam sngewtynnad iakane ka kot. Ka phyrnai palat.,khasi,I don't like this paper. It's too shiny.
Ngam sngewtynnad iakane ka kot. Ka shai palat.,khasi,I don't like this paper. It's too shiny.
Ki ia tieng lut i'u Tom.,khasi,They're all scared of Tom.
Kumno ngan shu tip?,khasi,How should I know?
Ngan shu tip kumno?,khasi,How should I know?
Ngan tip kumno?,khasi,How should I know?
Nga dei ka kristan.,khasi,I'm a Christian.
Ka kamra jongphi ka heh arshah ia ka jongnga.,khasi,Your room is twice the size of mine.
Ki la khot iaphi.,khasi,They called you.
U Tom u hap naka truck katba u dang aibam ia ki reindeer.,khasi,Tom fell off the truck while he was feeding the reindeer.
Nga kynmaw ia kata.,khasi,I remember that.
Nga kynmaw ia kato.,khasi,I remember that.
Nga kynmaw ia katei.,khasi,I remember that.
Nga kynmaw ia katai.,khasi,I remember that.
Ka peit ianga.,khasi,She looked at me.
I peit ianga.,khasi,She looked at me.
Phi lah ban leit lada phi kwah.,khasi,You can go if you want to.
Phi lah ban ia leit lada phi ia kwah.,khasi,You can go if you want to.
Me lah ban leit lada me kwah.,khasi,You can go if you want to.
Me lah ban ia leit lada me ia kwah.,khasi,You can go if you want to.
Pha lah ban leit lada pha kwah.,khasi,You can go if you want to.
Pha lah ban ia leit lada pha ia kwah.,khasi,You can go if you want to.
"Kum kynrad, kum nongbud.",khasi,"Like master, like disciple."
Nga khlem kwah ban leh.,khasi,I didn't want to do it.
Nga kwah iaphi ban doh ianga.,khasi,I want you to kiss me.
Wat thok. Iathuh hok.,khasi,Don't tell a lie. Be honest.
Ngi la wan iing.,khasi,We've come home.
Ngan nym leit phai biang.,khasi,I'm not going to go back.
U lehkai beach volleyball.,khasi,He plays beach volleyball.
Kata kalong kaba sniewbok.,khasi,That was unfortunate.
Nga call sha office jong u mynin.,khasi,I called at his office yesterday.
"Mynta, nga thoh da ki dak thymmai.",khasi,"Now, I write with the new font."
Nga khublei iaphi.,khasi,I thank you.
Wat bakla biang.,khasi,Don't repeat the same mistake!
Sngewbha mih na kamrashet.,khasi,Please get out of the kitchen.
Me ioh ban peit iaka.,khasi,Did you get a good look at her?
Nga hap ai jingkren?,khasi,Do I have to make a speech?
Ngi lah dei ban iapoi biang.,khasi,We should be getting back.
Ngam donkam shuh iaka loan.,khasi,I no longer need a loan.
Ngan leh ia kaei kaba dei ban leh.,khasi,I'll do what must be done.
Ka pyngngad.,khasi,It's refreshing.
Shaei de ngan leit?,khasi,Where else would I go?
Phet na iing jongnga.,khasi,Get out of my house!
Ka jinglong ka kham sniew ban ia kaba ngi ngeit.,khasi,The situation is worse than we believed.
Phi dei ban sngapjar.,khasi,You must keep quiet.
Nga i i'u Tom ba ai syntiew iaka Mary.,khasi,I saw Tom give a flower Mary.
Phi lah ban leh katba phi mon.,khasi,You may do what you wish.
Iathuh ianga haei ka waiñ ka don.,khasi,Tell me where the wine is.
Iathuh ianga haei ka don ka waiñ.,khasi,Tell me where the wine is.
U Tom u hap na lybong kmie jong u.,khasi,Tom fell off his mother's lap.
Ka kmie jong ka ka sah sha nongkyndong dalade.,khasi,Her mother lives in the country all by herself.
"Barabor ngi leh ia kaei ba ngi hap ban leh, ym dei ia kaei ba ngi kwah.",khasi,"We often do what we have to do, not what we want to do."
Ka khriat bha.,khasi,I was so cold.
U Tom u kham bunkam ban ia nga.,khasi,Tom was even busier than I was.
Kane ka kot kadei ka kot thymmai.,khasi,That book is a new book.
Kane ka kitab kadei ka kitab thymmai.,khasi,That book is a new book.
Baroh ki don eiei ban buhrieh.,khasi,Everybody's got something to hide.
U Tom u i sngewsih.,khasi,Tom looks sad.
U Tom u khlem leh eiei ba bakla.,khasi,Tom didn't do anything wrong.
U Tom u khlem leh bakla eiei.,khasi,Tom didn't do anything wrong.
Nga shu donkam katto-katne u aspirin.,khasi,I just need some aspirin.
U Tom un sa iap khlem jingiarap jongphi.,khasi,Tom will die without your help.
Ka long ka bymlahlong ianga.,khasi,That's impossible for me.
Nga ioh beer.,khasi,I've got beer.
U Tom u don ha ka surgery?,khasi,Is Tom in surgery?
Ngan shim ka jacket.,khasi,I'll take the jacket.
Ka kren kumba ka lah poi shisha sha France.,khasi,She speaks as if she had really been in France.
Ngam kwah tip eiei shaphang kata.,khasi,I don't want to know anything about that.
Nga kwah ban iashoh.,khasi,I want to fight.
"Lada phi kwah Jinsuk, pynkhreh iaka thma.",khasi,"If you want peace, prepare for war."
Balei ngam sngewthuh phareng?,khasi,Why don't I understand English?
Balei ngam sngewthuh English?,khasi,Why don't I understand English?
Nga isih beit iaka.,khasi,I've always hated her.
Nga lah isih beit iaka.,khasi,I've always hated her.
Phin ia sngewbha sangeh iashoh.,khasi,Will you guys please stop fighting?
Nga don hangne namar nga hap ban don hangne.,khasi,I'm here because I have to be here.
U ieh baroh ki jait kot ha ka mieij jong u.,khasi,He left all kinds of papers on his desk.
Ka bha bha ban shongthait hadien ka jingiaid bajrong.,khasi,It's so good to take a rest after a long voyage.
U shong haka seat bashakhmat.,khasi,He is sitting in the front seat.
Nga sngew sieh iaki.,khasi,I feel bad for them.
U Tom u pankylliang pisa na ngi.,khasi,Tom borrowed some money from us.
Ngan don hangne.,khasi,I'll be right in here.
Kiei ki ktien ba phi nang?,khasi,What languages do you know?
Phi nang ktien aiu?,khasi,What languages do you know?
Ngin iarap iaka.,khasi,We're going to help her.
Nga iakynduh ia u ha jingkhawai.,khasi,I met him at a party.
U Tom um tip eiei u leh aiu.,khasi,Tom has no idea what he's doing.
U Tom um tip eiei aiu u leh.,khasi,Tom has no idea what he's doing.
U Tom um tip eiei ba u leh.,khasi,Tom has no idea what he's doing.
Ka lah slem ban leh iakata.,khasi,It's too late to try that.
Ka lah dier ban leh iakata.,khasi,It's too late to try that.
"Lada phi tip ka jubab iakane ka jingkylli, sngewbha iathuh ianga.",khasi,"If you know the answer to this question, please tell me."
U jrong bad khlaiñ.,khasi,He is tall and strong.
U Tom u pdiang ba u lah shah pynrem.,khasi,Tom acknowledges that he was defeated.
U kham khlaiñ ban ianga.,khasi,He is stronger than me.
U Tom u dei u bakhlaiñ tam.,khasi,Tom is the strongest.
U Tom u dei u ba khlaiñ tam.,khasi,Tom is the strongest.
U Tom u dei uba khlaiñ tam.,khasi,Tom is the strongest.
U Tom u long u ba khlaiñ tam.,khasi,Tom is the strongest.
U Tom u long uba khlaiñ tam.,khasi,Tom is the strongest.
U Tom u long u bakhlaiñ tam.,khasi,Tom is the strongest.
U Tom u dei u briew ba ngiah tam ba nga tip.,khasi,Tom is the most boring person I know.
Ka Tokyo ka kham heh ban iaka Yokohama.,khasi,Tokyo is bigger than Yokohama.
Phi dei uba heh tam.,khasi,You're the biggest.
Phi long uba heh tam.,khasi,You're the biggest.
Lait.,khasi,Wrong.
Kham eh.,khasi,Louder.
Kham jam.,khasi,Louder.
Kham jarjar.,khasi,Quieter!
Kaei?,khasi,What?
Uei?,khasi,What?
Iei?,khasi,What?
Ani!,khasi,Wow!
Iap?,khasi,Dead?
Lah iap?,khasi,Dead?
Bymlah ngeit.,khasi,Unbelievable!
Hatshi!,khasi,Achoo!
Shisha!,khasi,Really?
Kumno!,khasi,Hello!
Ei!,khasi,Hello!
Biang!,khasi,Perfect!
Khatduh-khatwai!,khasi,Finally!
Sngewbha.,khasi,Please.
Bew!,khasi,Fuck!
Biw!,khasi,Fuck!
Bow!,khasi,Fuck!
Iarap!,khasi,Help!
Sangeh!,khasi,Stop!
Thngan?,khasi,Hungry?
Bieij.,khasi,Crazy!
Shiteng khlieh.,khasi,Crazy!
Eit.,khasi,Shit.
Bleh.,khasi,Blah.
Nga sngew kum ka rit.,khasi,I feel like shit.
Thik!,khasi,Precisely!
Phi dang lah ban kren ka ktien tynrai jongphi?,khasi,Are you still able to speak your tribal language?
Phi khlem pynpait iaka.,khasi,You didn't break it.
Phim shym pynpait iaka.,khasi,You didn't break it.
Phi dei ban thied ticket ia u Tom ruh.,khasi,"You should probably buy a ticket for Tom, too."
Ngam pyrkhat kum maphi.,khasi,I don't think like you.
Ngam pyrkhat kum mame.,khasi,I don't think like you.
Ngam pyrkhat kum mapha.,khasi,I don't think like you.
Nga kwah ba un leit hapoh shiteng sngi.,khasi,I want him gone by noon.
Nga lah bam lypa shuwa ba ngan poi ha jingkhawai.,khasi,I had already eaten before I arrived at the party.
Ka iakren bad ki paralok jongka shaphang ka baseball game.,khasi,She chatted with her friends about the baseball game.
Hato phim pyrkhat re ba ka long khyllah ba um don hangne?,khasi,Don't you think it strange that he is not here?
Nga khlem iohsngew iaphi.,khasi,I did not hear you.
Ngam shym iohsngew iaphi.,khasi,I did not hear you.
"Kynmaw jingkular jongphi! ""Wat khuslai! Nga lah ban buhrieh!""",khasi,"Remember your promise! ""Don't worry! I can keep a secret!"""
Jia aiu mynta ha Poland?,khasi,What's happening now in Poland?
Ki tiarthma nuclear ki long ka jingma ia ka jaitbynriew.,khasi,Nuclear weapons are a threat to the human race.
Ka dei ka jingpynsep-ei iaka por bad iaka pisa.,khasi,It's a waste of time and a waste of money.
Ngam pat lah re ban kynmaw iaki kyntien kato ka jongrwai.,khasi,I still can't remember the words to that song.
Ym baroh ba ong u Tom dei ba shisha.,khasi,Not everything Tom said was true.
Ym baroh ba u Tom u ong dei ba shisha.,khasi,Not everything Tom said was true.
Don duna um bha ha kophi jongphi.,khasi,There is very little water in your coffee.
Kumno phi sei bha iaka shynrong pylleng phon? Don buit ne kumno?,khasi,How do you take off the shell of a boiled egg cleanly? Is there some sort of trick?
"Me thiah bad ka! ""Nga khlem thiah.""",khasi,"You slept with her! ""I did not."""
Ngam lah ngeit ngi dang ia don hangne.,khasi,I can't believe we're all still here.
Bunsap lane jaituh. Hynrei ym baroh ar.,khasi,Either skillful or lazy. But not both.
I'u Tom la sngewtynnad da ki paralok jong u.,khasi,Tom is liked by his friends.
Kane ka sentence ka dei jong nga.,khasi,This sentence is mine.
Phi don samla ba biang?,khasi,Do you have a steady boyfriend?
Nga lah pynjrong iaka shuti.,khasi,I extended my holiday.
Nga lah pynjlan iaka shuti.,khasi,I extended my holiday.
Ki ialeh aiu?,khasi,What're they doing?
Aiu ki ialeh?,khasi,What're they doing?
Nga dang shu buh shwa ba phin phah hi.,khasi,I had just put it before you ask me to.
U mih khlem khang ka jingkhang.,khasi,He left without having shut the door.
Ka buh ia ki khun sha jingthiah.,khasi,She puts the children to bed.
Kato ka sngi nga lut umphniang ha pdeng kawei ka khap jylla.,khasi,The other day I ran out of gas in the middle of a busy Interstate.
Phim pat pyrshang hi.,khasi,You haven't even tried.
Nga shong baroh shi miet thoh jingthoh.,khasi,I've been up all night writing.
Jia aiu ia nga?,khasi,What is wrong with me?
Kumno ki iitkhmat jongki ki shah kylliang? Maki ruh kim sngewthuh iakata.,khasi,How did their glasses get swapped? Even they themselves didn't understand it!
Ngam tharai kin iohsngew iangi.,khasi,I don't think they're going to hear us.
Phi lah ju poi sha Minnesota?,khasi,Have you ever been to Minnesota?
Phi lah poi sha Minnesota?,khasi,Have you ever been to Minnesota?
Phi lah sait ki kti?,khasi,Have you washed your hands yet?
U poi hangne dang mynta.,khasi,He arrived here just now.
U poi shane dang mynta.,khasi,He arrived here just now.
U Tom u kmen ban iohsngew iaka sur jong ka Mary.,khasi,Tom was glad to hear Mary's voice.
Balei phi donkam TV ba thymmai?,khasi,Why do you need a new television?
Nga khlem ai eiei ia u Tom.,khasi,I didn't give Tom anything.
Ngam shem ai eiei ia u Tom.,khasi,I didn't give Tom anything.
U dih sha man ka step.,khasi,He has tea every morning.
Ka pynkyndit ia nga.,khasi,It took me by surprise.
Ka pynlyngngoh ianga.,khasi,It took me by surprise.
U Tom u khlem wan ïng haduh 2:30.,khasi,Tom didn't come home until 2:30.
U Tom um shym wan ïng haduh 2:30.,khasi,Tom didn't come home until 2:30.
U donkam pisa.,khasi,He is in need of money.
U don ha ka jingdonkam pisa.,khasi,He is in need of money.
Kyrteng aiu kane ka wah?,khasi,What is the name of this river?
Kane ka wah ka kyrteng aiu?,khasi,What is the name of this river?
Aiu ka kyrteng kane ka wah?,khasi,What is the name of this river?
Kaei ka kyrteng jong kane ka wah?,khasi,What is the name of this river?
Ai ia u Tom katba u pan.,khasi,Give Tom everything he asks for.
Ai katba pan u Tom.,khasi,Give Tom everything he asks for.
U Tom u hap naki mawstep.,khasi,Tom fell down the stairs.
Ngam pat iohi iaka lah slem.,khasi,I haven't seen her for a long time.
Ka sngewieid bha.,khasi,That was really sweet.
Kumno ngan pyniapbieij ia u Tom?,khasi,How am I going to impress Tom?
"Mynba ka ïng ka ing, ka jingsngewma ka wan ha nga.",khasi,"When the house caught fire, an awful feeling came over me."
Ka jinglong kam shem leh bha eiei ia ka nam jong u.,khasi,The behavior did his reputation no good.
Lano ngan ioh ban iohi ia ka jingktah jong kane ka sabon?,khasi,When will I get to see the effect of this soap?
U Tom u dei u paralok jong u paralok jong nga.,khasi,Tom is a friend of a friend of mine.
Mano ba stet tam naki lai ngut?,khasi,Who runs the fastest of the three?
Mano ba mareh stet tam na ki lai ngut?,khasi,Who runs the fastest of the three?
U Tom u ai ia ka jakashong jong u ha I tymmen kynthei.,khasi,Tom gave his seat to an elderly lady.
Jied ia iba phi sngewtynnad tam.,khasi,Pick the one you like best.
Jied ia iba phi best tam.,khasi,Pick the one you like best.
"Lada ym dei mynta, lano?",khasi,"If not now, when?"
U Tom um lah ngeit ba ka Mary ka mut shisha ban leit.,khasi,Tom can't believe Mary is really planning to go.
U Tom un pynmynsaw ia phi.,khasi,Tom is going to hurt you.
U Tom un pynmynsaw ia pha.,khasi,Tom is going to hurt you.
U Tom un pynmong ia me.,khasi,Tom is going to hurt you.
U Tom un pynmong ia phi.,khasi,Tom is going to hurt you.
U Tom un pynmynsaw ia me.,khasi,Tom is going to hurt you.
U Tom un pynmong ia pha.,khasi,Tom is going to hurt you.
Ngam thikna mano ba bat ka suitcase nga.,khasi,I'm not sure who has my suitcases.
Ngam thikna mano ba bat ka suitcase jong nga.,khasi,I'm not sure who has my suitcases.
Ngan sa iakynduh iaphi ha ïng.,khasi,I'll see you at home.
Ngan sa iakynduh iame ha ïng.,khasi,I'll see you at home.
Ngan sa iakynduh ia pha ha ïng.,khasi,I'll see you at home.
Sa iakynduh ha ïng.,khasi,I'll see you at home.
Ngan sa wad hi ka lad ban pynbeit iakane. Wat khuslai.,khasi,I'll figure out a way to fix this. Don't worry.
U Tom bad ka Mary kim da iarap than.,khasi,Tom and Mary weren't much help.
Don chewing-gum ba sahkut ha dien juti nga.,khasi,There's gum stuck to the bottom of my shoe.
Kan sa ai party la shem taiew.,khasi,She will give a party next week.
U bah Tanaka u nang bha ban tem piano.,khasi,Mr. Tanaka can play the piano well.
Phim sngewbha leit re shata?,khasi,Will you please go there?
Nga kwah ba phin sangeh kawang tiar ha nga.,khasi,I wish you'd quit throwing things at me.
Nga kwah ba phin sangeh pashat tiar ha nga.,khasi,I wish you'd quit throwing things at me.
Balei me tar iaka jaiñ haka jaka ban khap ia ka da ka khanshi?,khasi,Why did you tear the cloth instead of cutting it with scissors?
One I dei I tiket kot.,khasi,This is a paper ticket.
Nga kwah jam sohplom.,khasi,I'd like some plum jam.
Ki kali jong ki Nongengland bad ki Nongjapan ki don steering sha kamon.,khasi,British and Japanese cars have steering wheels on the right side.
Ka Mary ka shet kylla ia u Tom.,khasi,Mary threw Tom under the bus.
Ngin sa pynshai kaei kaba dei bad kaei kaba lait.,khasi,We will clarify what is true and what is false.
"Ha jingpyrkhat jongnga, ka meeting ka long kaba seisoh.",khasi,"In my opinion, the meeting was a success."
Nga sngewthuh balei phi dom.,khasi,I understand why you're angry.
Ngi trei na bynta u Tom.,khasi,We work for Tom.
Ngi don aiu-re-aiu.,khasi,We've got something.
Ngi don aiu-aiu.,khasi,We've got something.
Ngi don kaei-re-kaei.,khasi,We've got something.
Ngi don uei-re-uei.,khasi,We've got something.
U sngewtynnad ban tan duma ha ka por ba u eit.,khasi,He likes to smoke while taking a shit.
Sngewbha seh ban pyni ianga ka lynti sha station.,khasi,Please be so kind as to show me the way to the station.
U Tom u sdang ban khih.,khasi,Tom began to move.
Phim dei u briew uba nga mut ba phi dei.,khasi,You're just not the person I thought you were.
Mem dei u briew uba nga mut ba me dei.,khasi,You're just not the person I thought you were.
Pham dei ka briew kaba nga mut ba pha dei.,khasi,You're just not the person I thought you were.
Ka tennis ka jynjar. Ngam lah tip shaei ka ball kan her.,khasi,Tennis is difficult. I never know which way the ball is going to fly.
Phi tip katno ngi lah iohnong?,khasi,Do you know how much profit we made?
Nga lah leh katba nga leh.,khasi,I gave it my best shot.
Ka telephone ka kham myntoi ban ia u kpieng.,khasi,A telephone is more useful than a necklace.
Ki juti nga ki long rong brown.,khasi,My shoes are brown.
Ki juti nga ki brown.,khasi,My shoes are brown.
Ka Jill ka peit ia u John na kner.,khasi,Jill looked at John sideways.
"Nga slem, te nga duh iaka flight 501.",khasi,"I was late, so I missed flight 501."
Nga lah don ka jingsngew ba un sa iehnoh ianga.,khasi,I had a suspicion that he would leave me.
"Sngewbha, tangba kato kadei ka racket jongnga.",khasi,"Pardon me, but that is my racket."
Shaei u director?,khasi,Where's the director?
Shaei ka director?,khasi,Where's the director?
Shaei i director?,khasi,Where's the director?
U Tom u ong iaka Mary ba kan pyrshang kham tyngeh.,khasi,Tom told Mary to try harder.
Dei manga ba pyniap ia u Kennedy.,khasi,It was me who killed Kennedy.
U Tom u kwah iaphi.,khasi,Tom wants you.
Ngan leit sha office u Tom.,khasi,I'm going to Tom's office.
U Tom u jop iaka election.,khasi,Tom won the election.
Balei kim don hangne?,khasi,Why aren't they here?
Ha nga ka dei ka jingkylli halor ka im ne ka iap.,khasi,For me it was a question of life or death.
U sngapjar shiphang.,khasi,He remained silent for a while.
Ha ba kut ka sentence dei ban buh u period.,khasi,At the end of the sentence one should put a period.
Long ngan call?,khasi,Can I make a phone call?
U khapniah jingmut.,khasi,He's closed-minded.
Lah jan dei por ban reply iaka shithi jong u.,khasi,It'd be about time to reply to his letter.
Haduh katno ngi hap ban ap hangne?,khasi,How long do we have to wait here?
Nga shu kwah ia u ba un phet.,khasi,I just want him to go away.
Nga shu kwah ia u ba un leit noh.,khasi,I just want him to go away.
U Tom u kwah jubab.,khasi,Tom wants answers.
Ka eriong ka pynngam ia ka lieng.,khasi,The storm sank the boat.
U kynthih ia ka thliew.,khasi,He jumped over a ditch.
"Ai ngan jop. Hynrei lada ngam lah jop, ai ngan long shlur ha ka jingpyrshang.",khasi,"Let me win. But if I cannot win, let me be brave in the attempt."
Ngam tip u Tom un wan ne em.,khasi,I don't know if Tom is coming or not.
Ngi bam lang man ka janmiet.,khasi,We eat together every evening.
Nga dang kylli jingkylli ia i pa.,khasi,I am asking questions to my father.
Don ki por u ksew nga u wiar shiteng miet.,khasi,Sometimes my dog barks in the middle of the night.
Naduh mynno phi lah pule Latin?,khasi,Since when have you been learning Latin?
Nga kwah iaphi ba phin pule kane ka kot.,khasi,I want you to read this book.
Map. Nga wan slem.,khasi,I'm sorry. I came late.
Jingphohsniew jongphi ki kyllain kum ki jingruma jongnga.,khasi,Your dreams are almost as twisted as my nightmares.
Nga tip phi don essay ban thoh.,khasi,I know you have an essay to write.
Nga lah leh katba lah ban long paralok jongphi.,khasi,I did everything to become your friend.
Phi mut ban leh aiu-aiu de?,khasi,What else are you planning to do?
Ki kwah biang ia u Tom.,khasi,They want Tom back.
Kylli i'u Tom kiei ki plan jong u.,khasi,Ask Tom what his plans are.
Baroh lah shah ktah.,khasi,Everyone has been affected.
"Um lah ban ong iwei ruh i kyntien ha ka French, tangba u kren Phareng kum u trai ktien.",khasi,"He can't say one word of French, but then again he speaks English like a native."
Ngi dei ban trei katba ngi dang im.,khasi,We must work as long as we live.
Katba ngi dang im ngi dei ban trei.,khasi,We must work as long as we live.
U Tom u dang rit palat ban leh iakane.,khasi,Tom is way too young to be doing this.
Nga lah poi sha Boston katto katne sien.,khasi,I've been to Boston numerous times.
Nga lah leit sha Boston katto katne sien.,khasi,I've been to Boston numerous times.
"U Tom u tip shaphang kane, hato um tip re?",khasi,"Tom knows about this, doesn't he?"
"Uei u 'terpomo'? U apple ha madan, ne u phan?",khasi,"What is 'terpomo'? An apple in the ground, or a potato?"
Kato ka khubor ka lah saphriang lut.,khasi,That news got around.
Nga wan namar me thoh aiu re.,khasi,I came because of something you wrote.
Phim kwah pynsangeh ia u Tom?,khasi,Don't you want to stop Tom?
Nga lah pynlut bun ka jingim jongnga hangne.,khasi,I've spent most of my life here.
Bymlahlong!,khasi,That's impossible.
Sngewbha batai ianga ka jingmut ba iahap tam jong ka kyntien.,khasi,Will you please explain to me the exact meaning of the word?
Ki sah shapoh.,khasi,They live downstairs.
I pa i ai game computer ianga.,khasi,A computer game was given to me by my father.
U lah buaid bad u klet ban khang ka jingkhang shadien.,khasi,He was drunk and forgot to shut the back door.
Ka ïng jongnga ka khriat bha.,khasi,My house is very cold.
