ID	Text	LanguageID	Translation
2797474	Oes ci gyda hi?	2825282	Has she got a dog?
2797474	Oes ci gyda hi?	3688202	Does she have a dog?
2803974	Dych chi'n siarad.	938139	You speak.
2803974	Dych chi'n siarad.	3688201	You are talking.
2803975	Wyt ti'n siarad.	938139	You speak.
2803975	Wyt ti'n siarad.	3688198	Are you talking?
2888669	Dw i'n nofio yn y cefnfor.	2708792	I'm swimming in the ocean.
2983623	Mae'r nos yn dywyll.	1956380	The night is dark.
2983633	Mae'r coffi yn oer.	462654	The coffee is cold.
2983642	Mae'r dŵr yn poeth.	1112743	The water is hot.
2983645	Mae'r dŵr yn lân.	2977196	The water is clean.
2983684	Mae'r tŷ yn mawr.	2983683	The house is big.
2983754	Mae'r dyn yn tal.	2983752	The man is tall.
3081381	Mae gen i ddwy gath.	2412739	I have two cats.
3081381	Mae gen i ddwy gath.	3688189	I have two female cats.
3081775	Pan ydw i'n rhoi bwyd i'r tlodion, 'dw i'n cael 'ngalw i'n saint. Pan ydw i'n gofyn pam nag oes bwyd gyda'r tlodion, 'dw y'n cael 'ngalw i'n gomiwnydd.	3081764	When I give food to the poor, they call me a saint. When I ask why the poor have no food, they call me a communist.
3090720	Gwelon nhw gath yn yr ardd.	3090717	They saw a cat in the garden.
3090722	Gwelodd y ddraig hi.	3090721	The dragon saw her.
3090725	Cerddon nhw adre.	3090724	They walked home.
3090976	Hoffwn i ymgeisio am y swydd honno.	3090975	I would like to apply for that job.
3090979	Mi brynais i docyn.	3090977	I bought a ticket.
3092958	Ni chafodd e ginio.	3092957	He didn't have lunch.
3092961	Phryna i mo'r car yfory.	3092959	I won't buy the car tomorrow.
3092964	Roedd yr afal yn flasus.	3092963	The apple was tasty.
3092967	Diflanodd yr hwyaden.	3092966	The duck disappeared.
3092970	Dw i'n casáu'r bwyd yn y ffreutur.	3092968	I hate the food in the refectory.
3092970	Dw i'n casáu'r bwyd yn y ffreutur.	3688178	I hate the food in the canteen.
3092974	Mae'r plant wedi anghofio eu gwaith cartref.	3092971	The children have forgotten their homework.
3092984	Mae hi fan hyn.	3092982	She is here.
3116497	Mae hi'n darllen.	3116496	She's reading.
3116497	Mae hi'n darllen.	3688174	She is reading.
3116507	Mae'r dyn yn cryf.	3100447	The man is strong.
3116537	Mae hi'n cantores.	2429354	She is a singer.
3116544	Mae gen i frawd hŷn.	237828	I have an older brother.
3117137	Mae'n braf cwrdd â chi.	456635	Pleased to meet you.
3117137	Mae'n braf cwrdd â chi.	64723	It's nice to meet you.
3117291	Rydw i'n bwyta.	1189719	I'm eating.
3117297	Rydw i'n bwyta reis nawr.	1550010	I'm eating rice now.
3117301	Rydw i'n bwyta cinio.	790044	I'm eating lunch.
3117304	Rydw i'n bwyta yma.	1782081	I'm eating here.
3125794	Maen nhw'n darllen llyfr.	3125511	They're reading a book.
3125794	Maen nhw'n darllen llyfr.	3622102	They are reading a book.
3138742	Gyda pha stryd y dylem ddechrau?	2926794	Which street should we start with?
3138743	Sasha yw fy enw i.	567334	My name is Sasha.
3138745	'Rydyn ni'n hapus.	438940	We are happy.
3138746	Paid ag ysmygu yn y gwely!	3688151	Don't smoke in bed!
3138750	Llyfr newydd yw'r llyfr hwnnw.	67821	That book is a new book.
3138752	Wyt ti'n byw yma?	15882	Do you live here?
3138753	Nid oes cwrw yma.	3688140	There is no beer here.
3138755	Mae'r bachgen yn bwyta bara.	881343	The boy is eating bread.
3138756	Mae gennyf lyfr.	2793249	I have a book.
3138758	Mae'n rhaid i mi ysgrifennu llythyr.	267130	I have to write a letter.
3138760	Bob wythnos yr â i bysgota.	3688133	I go fishing every week.
3138762	Mae gennyf gerdyn gredid.	2635769	I have a credit card.
3138763	Mae gennych lawer o lyfrau.	68941	You have a lot of books.
3138764	Bydd hi'n gweithio.	3688128	She will be working.
3138766	Mae Tom wedi mynd i'r gwely.	3023767	Tom has gone to bed.
3138767	Dwi'n hapus.	1872056	I'm happy.
3140509	Rydw i'n yfed llaeth.	3132269	I'm drinking milk.
3201453	Mae ganddi blodau coch.	3176271	She has red flowers.
3315776	Rwyt ti'n mynd i'r ysgol.	3315775	You're going to school.
3315784	Mae hi'n mynd i'r ysgol.	3315783	She's going to school.
3392748	Coffi, ys gwelwch yn dda.	1907148	Coffee, please.
3400885	'Dwi yn y tŷ.	256502	I am in the house.
3400910	Mae Ken yn hapus.	62478	Ken is happy.
3524064	Dw i'n hoffi siarad Cymraeg.	3524065	I like to speak Welsh.
3524064	Dw i'n hoffi siarad Cymraeg.	3528072	I like speaking Welsh.
3524071	Dw i'n hoffi coffi.	3524072	I like coffee.
3562304	Dim problem, wrth cwrs, os chi'n mynd	2529040	Of course it's not a problem if you go.
3562304	Dim problem, wrth cwrs, os chi'n mynd	3688099	No problem, of course, if you're going.
3604044	Does gen i ddim amser.	458023	I don't have time.
3604044	Does gen i ddim amser.	249910	I have no time.
3604046	Does gen i ddim arian.	868955	I don't have money.
3604046	Does gen i ddim arian.	433613	I have no money.
3608146	Fy enw I yw Jack.	1646	My name is Jack.
3663262	Mae 'na ynysoedd yn y môr.	3663249	There are islands in the sea.
3677865	Dw i'n trio dysgu Saesneg.	3677845	I'm trying to learn English.
3717280	Dw i'n chwarae yn yr ardd.	2785223	I'm playing in the garden.
3717292	Rwyt ti'n chwarae yn yr ardd.	3717283	You're playing in the garden.
3717293	Dych chi'n chwarae yn yr ardd.	3717283	You're playing in the garden.
3717294	Mae e'n chwarae yn yr ardd.	3717284	He's playing in the garden.
3717295	Mae hi'n chwarae yn yr ardd.	3717286	She's playing in the garden.
3717296	Dyn ni'n chwarae yn yr ardd.	3717287	We're playing in the garden.
3717298	Maen nhw'n chwarae yn yr ardd.	3717288	They're playing in the garden.
3717308	Dw i'n dysgu cerddoriaeth.	252221	I'm learning music.
3717721	Mae'r pysgod yn byw yn y môr.	19350	Fish live in the sea.
3752702	Mae'r ty yn fach	2412891	The house is small.
3717721	Mae'r pysgod yn byw yn y môr.	3766063	The fish lives in the sea.
3766109	I ble mae Tom yn mynd?	3096731	Where is Tom going?
3766111	Pwy sy'n mynd i'r farchnad?	3766096	Who goes to the market?
3766113	Be' sy'n bod gyda Tom?	1886676	What's up with Tom?
3766115	Beth mae Tom yn gwneud?	3168843	What is Tom doing?
3766116	Beth ydy Tom?	3766084	What is Tom?
3766118	Pwy ydy Tom?	2587424	Who is Tom?
3766122	Cwestiwn: Ai gi neu gath yw Cwci? Ateb: Un o rhein.	3766027	Question: Is Cookie a dog or a cat? Answer: One of those.
3766189	Dwi byth yn codi cyn saith.	3765681	I never get up before seven.
3766190	Nid Tom ydw i.	2235773	I'm not Tom.
3607807	Dw i'n hoffi Hokkaido.	3607792	I like Hokkaido.
4194519	Ar hyn o bryd, Burj Khalifa yw'r nendwr uchaf yn y byd.	1399479	Burj Khalifa is currently the tallest skyscraper in the world.
4424253	Dw i ddim yn deall.	376611	I don't understand.
4548851	Mae un o gŵn fy ffrind yn dew.	3121876	One of my friend's dogs is fat.
4548852	Mae swydd arall gen i.	3068819	I got another job.
4548853	Ces i swydd arall.	3068819	I got another job.
4548855	Ddyweda i byth wrth neb pwy wyt ti mewn gwirionedd.	1841831	I'll never tell anyone who you really are.
1972504	Gwyliwn.	4548858	We will watch.
4748847	Mae fy chwaer yn hoffi dawnsio.	4748848	My sister likes to dance.
4748864	Dw i'n gweithio bob dydd ond Dydd Sul.	484987	I work every day save Sundays.
4748868	Dw i'n Wyddel.	2714076	I'm Irish.
4748948	Mae o'n medru gweld drwy gefn ei phen.	302461	He has eyes at the back of his head.
4927184	Mae'r ci yn ddu.	3958285	The dog is black.
5197268	Defol!	1750070	Get the hell out of here!
4548862	Mae llyfr gen i.	2793249	I have a book.
4548862	Mae llyfr gen i.	2675444	I've got a book.
1981643	Mae'r athro newydd yn y dosbarth.	370675	The new teacher is in the class.
3766109	I ble mae Tom yn mynd?	1841427	Where's Tom going?
1979126	Ble mae'r swyddfa bost?	1477098	Where's the post office?
5978175	Dŵr yw bywyd.	3861611	Water is life.
6207902	Mae'r frawddeg ddim yn wneud synnwyr.	6207899	The sentence makes no sense.
4748702	Mae rhaffau yn amgylchu'r lle.	29445	Ropes surround the place.
6294734	Wyt ti'n mynd i chwarae pêl-droed yfory.	6168884	You are going to play football tomorrow.
6294739	Dw i'n gweld dy geffyl di.	6168795	I see your horse.
6304655	Beth yn union ydy synnwyr cyffredin?	6304524	What exactly is common sense?
6304664	Mae'r ystafell cyfarfod i lawr y grisiau.	22470	The meeting room is downstairs.
6304685	Barlys ydy ein prif gynnyrch.	275935	Barley is our main product.
6304686	Dydy Tom ddim yn hoffi astudio.	1026024	Tom doesn't like studying.
6304689	Welais i Tom yn rhedeg lawr y stryd.	2406151	I saw Tom running down the street.
6304697	Mae Tom yn hynod o olygus.	5938642	Tom is incredibly handsome.
6304698	Nes i newydd orffen darllen y llyfr.	485763	I just finished reading the book.
6304703	Dylwn i ddim wedi gofyn i ti i wnaed hynny.	953594	I shouldn't have asked you to do that.
6304790	Roeddwon i'n meddwl roeddwt ti'n cysgu.	1961773	I thought you were sleeping.
6443800	Hwyl, Sayoko.	54013	Goodbye, Sayoko.
6443813	"Pwy dych chi?" "Tom dw i."	6443812	"Who are you?" "I'm Tom."
6443810	Sut dych chi, Tom?	37437	How are you, Tom?
6443808	Diolch!	374827	Thank you!
6889825	Dw i'n hoffi dawnsio gyda Maria	6889428	I like dancing with Maria.
6889836	Ble mae'r tamponau?	40286	Where are the tampons?
6889840	Torrodd Tom ei ffêr	5103491	Tom broke his ankle.
6889843	Tom yw fy unig blentyn.	2646962	Tom is my only child.
6889851	Mae'r llawr yn llithrig iawn	2268138	The floor is very slippery.
6889865	Mae Tom yn byw yn Boston, hefyd.	6049276	Tom lives in Boston, too.
6890014	Doedd neb yn gwybod.	6885023	No one knew.
6890055	Mae blas chwerw i'r coffi hwn.	1588713	This coffee has a bitter taste.
6890057	Mae gan y coffi hwn flas chwerw.	1588713	This coffee has a bitter taste.
6890110	Hwyl fawr a phob lwc.	434818	Goodbye and good luck.
6890111	Nofiodd Tom gyda'i fab.	5823046	Tom swam with his son.
6890112	Dydy hi ddim yn rhy anodd i ddysgu Ffrangeg.	5909987	It's not too hard to learn French.
6890114	Roedd hi'n oer tu allan.	2548186	It was cold outside.
6890116	Mae'r bwrdd yn yr ystafell fyw.	2429348	The table is in the living room.
6890117	Dw i eisiau dysgu sut i chwarae gwyddbwyll.	6698739	I want to learn how to play chess.
6890122	Rhoddodd Mary ei chyfeiriad i mi.	6429294	Mary gave me her address.
6890125	Beth yw'r gwahaniaeth rhwng pentref a dinas?	2716994	What's the difference between a village and a city?
6890223	Ble mae Rhufain?	4921628	Where is Rome?
6890224	Mae fy nhad fel ffrind i mi.	2932150	My father is like a friend to me.
6890227	Ydy Tom a Mary yn cofio unrhyw beth?	6519892	Do Tom and Mary remember anything?
6890230	Dw i methu yfed coffi heb siwgr.	1420680	I can't drink coffee without sugar.
6890231	Dw i ddim yn gallu yfed coffi heb siwgr.	1420680	I can't drink coffee without sugar.
6890232	Dwyt ti ddim yn fy ngharu i.	6332194	You don't love me.
6890234	Mae Tom yn astudio.	2107612	Tom's studying.
6890240	Roedd hi eisiau bod yn athrawes.	315462	She wanted to be a teacher.
6890241	Rwyt ti'n hŷn na fi.	3907746	You're older than me.
6890245	Diolch am edrych ar ôl y plant.	4014906	Thanks for taking care of the kids.
6890273	Rydyn ni angen prynu anrheg iddyn nhw.	3917718	We need to buy a gift for them.
6890274	Pa het wyt ti'n hoffi?	896577	What hat do you like?
6892523	Dw i ddim yn hoffi pobl.	6892299	I dislike people.
6892525	Beth?	36088	What?
6892528	Pam?	36419	Why?
6890036	Wyt ti'n hoffi cathod?	2733074	Do you like cats?
6890033	Dw i'n prynu bara.	5347060	I'm buying bread.
6890032	Mae fy nghariad yn crio.	6892533	My beloved is crying.
6890024	Roedd y plant yn chwarae yn y parc.	245691	The children were playing in the park.
6890026	Faint o'r gloch yw hi?	428402	What time is it?
6890027	Mae Eliza yn crio.	1356804	Eliza is crying.
6890023	Ble mae'r gath?	1664246	Where's the cat?
6890021	Ydy o'n yfed coffi?	6892543	Does he drink coffee?
6304780	Dw i'n meddwl dy fod ti'n gallu ei wnaed o.	2984267	I think you can do it.
6890028	O'r diwedd!	392296	Finally!
6894277	Mae hi'n honni bod hi'n gwybod dim byd amdano fe, ond dw i ddim yn ei chredu hi.	887035	She claims that she knows nothing about him, but I don't believe her.
6894278	Mae hi'n honni bod hi'n gwybod dim byd amdano fe.	887036	She claims that she knows nothing about him.
7025241	Athrawes dych chi?	2894605	Are you a teacher?
7032788	Dw i'n mwynhau gweithio mewn siop.	7032790	I enjoy working in a shop.
7032800	Rydyn ni wedi gwylio'r ffilm 'ma dwywaith.	7032801	We've watched this film two times.
7035055	Trydanwr mewn theatr dych chi?	7035056	Are you an electrician in a theater?
7035079	Dw i mewn drama.	7035080	I am in a play.
7035085	Gŵr tŷ dw i.	7035087	I am a house-husband.
7035128	Gwraig tŷ dw i.	258443	I am a housewife.
7035138	Siopwr dw i.	7035139	I am a shopkeeper.
7035142	Heddwas dych chi?	2784510	Are you a police officer?
7035604	Nos da.	2362724	Good night.
7039124	Dych chi'n gwisgo menig?	7039125	Are you wearing gloves?
7039126	Dw i'n gwisgo esgidiau.	7039128	I am wearing shoes.
7041565	Sut dych chi, Dylan?	7041566	How are you, Dylan?
7041568	Sut dych chi, Draig?	7041570	How are you, Dragon?
7067946	Dw i'n yfed te.	7067947	I drink tea.
7075940	Dw i'n bwyta selsig.	7075941	I'm eating sausages.
7075942	Dw i'n hoffi selsig.	7075943	I like sausages.
7075944	Dw i'n hoffi cennin.	7075945	I like leeks.
7075946	Dw i'n hoffi cennin a selsig.	7075947	I like leeks and sausages.
7075948	Dw i'n bwyta bara.	4864604	I am eating bread.
7137433	Tybed wyt ti'n gwybod sut i wneud hynny.	7137429	I suppose you know how to do that.
7255155	Dw i'n gweithio fel ysgrifenyddes ar fferm.	7255157	I work as a secretary on a farm.
7255158	Dw i'n gweithio mewn ysgol Gymraeg.	7255159	I work in a Welsh school.
7255161	Athro di-waith dw i.	7255162	I am an unemployed teacher.
7255163	Ysgrifennydd dw i.	7255164	I'm a secretary.
7255165	Actor Cymraeg mewn theatr dw i.	7255166	I am a Welsh-speaking actor in a theatre.
7305123	Beth wyt ti’n wneud?	16492	What are you doing?
7305126	Beth ydych chi’n wneud?	16492	What are you doing?
7308358	Ble wyt ti’n mynd nawr?	2892766	Where are you going now?
7320085	Dych chi'n peintio'r llawr?	7320087	Are you painting the floor?
7320107	Dych chi'n gweithio mewn tre?	7320108	Do you work in a town?
7351984	Cewch wared ohoni hi.	1849374	Get rid of her.
7353064	Peidiwch â gadael iddi hi ddianc!	1955993	Don't let her escape!
7353065	Peidiwch â gadael iddo fo ddianc.	1744792	Don't let him get away.
7353105	Mae'n oer iawn nawr.	241803	It's very cold now.
7353391	Mae Layla yn fam i chwech, yn byw yn ne dwyrain Lloegr.	7347966	Layla is a mother of six, living in the south west of England.
7354118	Rhaid i ni benderfynu, ac yn fuan!	2833872	We have to decide, and soon!
7354228	Ydi hwn eich archwiliad cyntaf?	4193790	Is this your first examination?
7354260	Esgusodwch fi, ond pwy ydych chi?	7084283	Please, who are you?
7354271	Esgusodwch fi, ond o ble ydych chi'n dod?	7084279	Please, where are you from?
7354273	O ble ydych chi wedi dod?	413605	Where have you come from?
7354995	Elli di gerdded?	1453950	Can you walk?
7355010	Mae hi'n dweud ei bod hi'n unig.	1866416	She says that she's lonely.
7356241	Rhaid bod chi wedi'ch cynhyrfu.	3178379	You must be pretty upset.
7356258	Dwi eisiau bwyta losin Siapaneaidd.	2318420	I want to eat Japanese sweets.
7356264	Dwi wedi blino'n racs.	275276	I am exhausted.
7356311	Gofynodd Tom i Mari beidio mynd ar ei phen ei hun.	2541731	Tom asked Mary not to go alone.
7356375	Bwydodd o ei gi ar yr un pryd bob dydd.	898587	He fed his dog at the same time every day.
7356702	Mae'r ffilm yn dechrau mewn pum munud.	6213493	The movie starts in five minutes.
7359293	"A beth ydych chi'n yfed?" "Cwrw, os oes gen i, neu ddŵr os nad oes gen i gwrw." "'Tydych chi ddim yn yfed gwin?"	7359258	"And what do you drink?" "Ale if I have it, or water if I don't have ale." "Don't you drink wine?"
7364650	Cwynodd neb.	2759704	Nobody complained.
7364740	Dywedodd Mari a wnaeth hi feddwl na fyddai Tomos yn gwneud hynny yfory.	6409290	Mary said she thought that Tom wouldn't do that tomorrow.
7370784	Does gennym ni ddim byd i'w trafod.	2543919	We have nothing to discuss.
7431673	Nid yw Cymru ar Werth.	7431674	Wales is not for sale.
7431947	Nid fel hyn y dylai pethau fod.	7431946	Things shouldn't be like this.
7431955	Fel arall y dylai hi fod.	7431953	It should be the other way round.
7431961	Mae’n hollol warthus.	7431963	It's completely disgraceful.
7431972	Mae o wedi marw yn y fan a’r lle.	7431974	He died on the spot.
7431979	Mae o'n gwneud mor â mynydd o bethau.	7431981	He's making a mountain out of a molehill.
7434678	Pam wyt ti'n drist?	4495275	Why are you sad?
7447987	Faint o bres oes gen ti?	64597	How much money do you have?
7447988	Faint o arian oes gyda ti?	64597	How much money do you have?
7447989	Faint o bres 'sgen ti?	64597	How much money do you have?
7448052	Rhaid bod nhw o'u cof.	7448051	They must be mad.
7448053	Dwi'n meddwl dwi am fynd adre.	7448054	I think it's time I went home.
7448060	Dwi am fynd draw i weld Tomas.	7448063	I want to go round to see Tom.
7448065	Mae arna' i gymaint o ofn.	7448067	I am so afraid.
7448068	Dwi i'n methu cysgu rwan.	7448070	I can't sleep now.
7448088	Dylai fo ddangos parch i mi.	7448089	He should show me respect.
7448093	Dwi eisiau i chi fy mharchu i	2011506	I want your respect.
7448097	Mae'n rhaid dangos parch.	7448098	You must show respect.
7448103	Ty'd ymlaen, ti'n tynnu fy nghoes.	7448105	Come on, you're pulling my leg.
7448137	Peidiwch â gwneud sŵn.	477063	Don't make noise.
7448411	Dywedais wrth Tomas.	2235737	I told Tom.
7449457	Mae hi'n bwrw hen wragedd a ffyn.	384559	It's raining cats and dogs.
7449470	Mae hi'n bwrw cyllyll a ffyrc.	384559	It's raining cats and dogs.
7449875	Mi wyt ti'n tynnu fy nghoes.	1215700	You're pulling my leg.
7449889	Dwi'n meddwl dy fod ti'n tynnu fy nghoes.	6351423	I think you're pulling my leg.
7457239	Mae hi'n studo bwrw.	384559	It's raining cats and dogs.
7457253	Mae hi'n piso bwrw.	7457251	It's pissing down.
7457253	Mae hi'n piso bwrw.	1532966	It's pissing with rain.
7457255	Mae hi'n chwipio bwrw.	6104177	It's lashing.
7769260	Mae barcut yn hedfan uwch ben y goeden.	276071	There is a kite flying above the tree.
7769279	Cadwch y wers hon yn y cof.	59671	Keep this lesson in mind.
7771032	Paid â gadael i Tom dy frathu di.	7770653	Don't let Tom bite you.
7771034	Paid â gadael i Tom redeg.	7770654	Don't let Tom run.
7771045	Dw i'n braf.	257272	I'm fine.
7769285	Dwi’n dda iawn.	7822163	I'm very good.
7354169	Nos Da.	7822164	Goodnight.
7356214	Rydyn ni'n yfed gormod.	2860875	We drink too much.
7590331	Dydw i ddim yn siarad Swedeg.	482348	I don't speak Swedish.
7067948	Dw i'n hoffi pys.	7067949	I like peas.
7822175	Mae gwallt arian/gwyn yn ffasiynol iawn ar hyn o bryd.	7822214	Silver hair is very fashionable at the moment.
7822174	Mae lliwio gwallt yn dipyn o ymrwymiad.	7822215	Dyeing your hair is a big commitment.
7448055	Dwi am fynd am dro bach.	7822216	I am going to take a short walk.
7822178	Roedd fy mab yn hollol foel pan gafodd ei eni.	7822217	My son was completely bald when he was born.
7822192	Organeb gyda chelloedd cymhleth yw ewcaryot.	7823851	Organisms with complex cells are eukaryotes.
7822179	O ble felly daeth ein cochyn bach ni?	7823852	So where have the red-headed children gone to?
7822194	Mae'r ewcaryotau'n ffurfio un o'r tri pharth o organebau byw.	7823853	Eukaryotes make up one of the three groups of living organisms.
7822203	Mae dyn yn cerdded 200 milltir i brotestio yn erbyn Brexit.	7823854	A man has walked 200 miles in protest of Brexit.
7822191	Defnyddir system o'r enw 'Tacsonomeg Linnaeaidd' i ddosbarthu organebau mewn grwpiau.	7823856	We use a system called the 'Linnaean Taxonomic' to class organisms into groups.
7822185	Dosberthir meysydd gwyddoniaeth yn ddau brif grŵp: gwyddorau naturiol, a gwyddorau cymdeithasol.	7823857	The areas of science can be put into two general groups: natural sciences and social sciences.
7822187	Mae'n bosib gweld trefn yr elfennau yn y Tabl Cyfnodol sy'n dangos y nifer o brotonau sydd gan bob un a beth yw pwysau atomau'r elfen honno gan ddefnyddio Rhif Avogadro.	7823858	It is possible to see the order of the elements in the Periodic Table, which shows the number of protons in each of them, with which you can calculate the number of atoms in the element using Avogadro's number.
7669152	Dwi'n falch eich bod chi dros eich annwyd.	7823859	I am glad you're over your cold.
7669152	Dwi'n falch eich bod chi dros eich annwyd.	4569263	I'm glad you're over your cold.
7822189	Yng Nghymru, mae'n orfodol i fyfyrwyr ysgol astudio cemeg hyd at lefel TGAU (16 oed).	7825906	In Wales, it is compulsory for students to study chemistry at GCSE level (16 years old).
7822198	Mae ei symudiad rhydd yn wahanol iawn i lawer brimatau eraill, yn enwedig yng nghymal yr ysgwydd.	7825907	Their movement is very different from other primates, in particular in the shoulder joint.
7822197	Nid yw'r ddau fath o fwnci yn perthyn yn arbennig o agos i'w gilydd.	7825908	The two types of monkeys are not particularly related to each other.
7590332	Mae o'n siarad Saesneg.	294042	He is speaking English.
7137435	Heb amau.	7825910	Without a doubt.
7826948	Llongyfarchiadau!	1437	Congratulations!
7826950	Mae'r plant yn oer.	3272397	The children are cold.
7826952	Doedd Tom ddim yn ymddangos newynog.	3823666	Tom didn't seem hungry.
7826954	Mae Tom yn rhy ifanc i briodi.	3442450	Tom is too young to get married.
7826955	Wyt ti'n gallu siarad yn arafach, os gwelwch yn dda?	6020570	Could you please speak more slowly?
7826957	Aeth Layla gyda Sami.	6043624	Layla went with Sami.
7826958	Mae Tom yn dawelach na Mary.	6531744	Tom is quieter than Mary.
7826962	Cyfarfu Tom â Mary yn ysgol.	5572793	Tom met Mary at school.
7826963	Mae Tinhinane yn caru Amayas.	7420432	Tinhinane loves Amayas.
7826965	Beth wyt ti'n gwneud yn yr atig?	7584602	What are you doing in the attic?
7832678	Mae wyth aelod o deulu wnaeth gyflenwi Casnewydd â gwerth hyd at £2.5m o gyffuriau wedi cael eu carcharu.	7832858	The eight family members who had supplied Newport with up to 2.5 million pounds worth of drugs have been imprisoned.
7832677	Pwy o Gymru sydd wedi croesi'r Iwerydd a llwyddo yn y campau yma draw yn America a Chanada?	7832859	Who from Wales has crossed over the Atlantic and succeeded in America and Canada?
7832676	Mae pêl-droed Americanaidd, pêl fas, pêl-fasged a hoci iâ yn cael eu gweld fel y chwaraeon nodweddiadol yng Ngogledd America.	7832861	American football, baseball, basketball and ice hockey are seen as the typical sports of North America.
7832675	Dywedodd Heddlu Dyfed-Powys y bu farw'r dyn yn y fan a'r lle wedi iddo gael ei daro gan gar Renault Clio coch.	7832862	Dyfed-Powys police said that the man died at the scene after being hit by a red Renault Clio.
7832674	Dyn wedi marw ar ôl cael ei daro gan gar ym Mhowys.	7832863	A man has died after being hit by a car in Powys.
7832673	Rydyn ni'n gweld plant gydag ymddygiad heriol achos bod ganddyn nhw anawsterau dysgu yn fwy tebygol o gael eu gwahardd.	7832867	We see that children with bad behaviour due to their learning difficulties are more likely to get excluded.
7832672	'Mae rhai ysgolion yn well nag eraill am gynnig cymorth bugeiliol i blant,' meddai.	7832869	'Some schools are better at providing pastoral support to children', he said.
7832672	'Mae rhai ysgolion yn well nag eraill am gynnig cymorth bugeiliol i blant,' meddai.	7832870	'Some schools are better at providing pastoral support to children', she said.
7832671	Dechreuodd ymddygiad mab Liz waethygu pan ddechreuodd yn yr ysgol uwchradd.	7832871	Liz's son's behaviour started to deteriorate when he started secondary school.
7832670	Yn ôl un arbenigwr mae'r profiad yn gallu bod yn "sioc anferth" i deuluoedd.	7832872	According to an expert, the experience can be a 'huge shock' to families.
7832669	Mae yna alw am fwy o gymorth i deuluoedd pan mae plentyn yn cael ei wahardd o'r ysgol.	7832874	There is a call for more support for families when their child is excluded from school.
7835282	Wnes i ddim darllen llawer o lyfrau wythnos diwetha.	272707	I read few books last week.
7835286	Yfedodd hi ysgytlaeth protein.	1740870	She took a protein shake.
7835288	Rhaid i ni dilyn Tom.	3178469	We need to follow Tom.
7835291	Ddydd Sul, fyddwn ni ddim yn bwyta adref.	6392445	On Sunday, we won't be eating at home.
7835294	Arosodd Sami i Layla yn ei fflat.	6469283	Sami waited for Layla in her apartment.
7835295	Dw i'n meddwl bod rhaid i Tom hynny.	7168296	I think that Tom had to do that.
7835296	Dw i'n bwyta popeth.	2100009	I eat everything.
7835298	Rhaid i Tom yn aros.	2272752	Tom has to stay.
7835303	Y ceffyl hwnnw yn ddrud iawn.	4463930	That horse is very expensive.
7835306	Dywedodd Mary mae hi'n iach.	6429415	Mary said she's healthy.
7835307	Gwybododd Mary ddim ble roedd ei phen.	7377722	Mary didn't know where her pen was.
7835310	Mae Sami ddim yn berson creadigol.	7199288	Sami is not a creative person.
7835313	Mae'r milwyr yn gwisgo helmedau haearn.	6887251	The soldiers are wearing iron helmets.
7835315	Mae gen i gleis yn fy mraich.	6666080	I have a bruise on my arm.
7836699	Dwi'n gallu siarad gyda ti am eiliad?	4014333	May I speak with you for a moment?
7836708	Gwnaeth hi ei gwisg Calan Gaeaf ei hun.	4660312	Mary made her own Halloween costume.
7836711	Dw i ddim yn gwybod sut i wneud hynny, ond bydda i'n ceisio.	7117465	I don't know how to do that, but I'll try.
7836713	Gwisgodd Sami jîns.	7299149	Sami wore jeans.
7836714	Bydda i'n mynd i adael ysgol.	455895	I'm going to leave school.
7836715	Mae Layla ddim yn dy cariad.	7135020	Layla is not your girlfriend.
7836717	Addawodd hi bydd hi'n dweud ni.	7394775	She promised that she would tell us.
7836718	Pam wyt ti'n casau Tom cymaint?	6787881	Why is it that you hate Tom so much?
7836721	Mae'n enw slafaidd.	5927099	It's a Slavic name.
7836868	Nofion Tom a Mary yn y llyn rhewllyd.	5331129	Tom and Mary swam in the freezing lake.
7836869	Mae Tom eisiau prynu ceffyl.	4102487	Tom wants to buy a house.
7836871	Mae Mayuko yw gweld i bod dig.	32399	Mayuko looks cross.
7836872	Dw i'n wedi colli'r allwedd.	257268	I have lost the key.
7836876	Rhaid i hi ei helpu.	316507	She needs to help him.
7836883	Weithiau rwyt ti'n fy synnu.	3531645	Sometimes you surprise me.
7836888	Dw i eisiau mynd i Paris i astudio celf.	256599	I wish to go to Paris to study art.
7837695	Helpais i Tom i lenwi'r ffurflen gais.	2952270	I helped Tom fill out the application form.
3766115	Beth mae Tom yn gwneud?	1543586	What's Tom doing?
6889980	Un, dau, tri, pedwar, pump, chwech, saith, wyth, naw, deg.	413731	One, two, three, four, five, six, seven, eight, nine, ten.
8050212	Mae Mennad eisiau dweud rhywbeth.	8050209	Mennad wants to say something.
8050218	Mae Mennad yn newydd yma.	8050208	Mennad is new here.
8050220	Deintydd Baya ydy Mennad.	8050207	Mennad is Baya's dentist.
8050226	Daeth Mennad i'r twrnament.	8050031	Mennad came to the tournament.
8050229	Mae Mennad angen dychwelyd i'r ysgol.	8050030	Mennad needs to go back to school.
8050233	Mae Mennad yn gallu gyrru tryc.	8049998	Mennad can drive a truck.
8050237	Gwnaeth Mennad de.	8049985	Mennad made some tea.
8050239	Mae Mennad yn brysur yn y dosbarth.	8049981	Mennad is busy in class.
8050243	Mae'n rhaid i ni geisio'n galetach.	8049852	We've got to try harder.
